alumni_career_titles,alumni_info,awards,contact_email,department,dept_news_links,lab_culture,lab_website,last_updated,linkedin_profiles,mentorship_info,num_alumni,num_students,pi_name,publication_abstracts,publication_dates,publication_links,publications,research_summary,scraped_excerpts,social_media_posts,source_url,title_position
Environmental Economist; Postdoctoral Associate,"J. Ortiz (MS 2022, Environmental Economist at RTI); F. Zhou (PhD 2021, Postdoc at Duke)",ASCE ES Best Paper Award (2022),cbennett@ncsu.edu,CCEE,https://ccee.ncsu.edu/news/bennett-nutrient-trading,policy-aware; modeling-first; stakeholder workshops,http://bennett-envsys.ccee.ncsu.edu,2025-09-04,https://www.linkedin.com/in/jortiz-env/; https://www.linkedin.com/in/fzhou-postdoc/,Cross-lab collaborations; open data releases with each publication.,9,6,Dr. Chloe Bennett,Agent-based models for nutrient credit markets.; Multi-objective optimization incorporating stakeholder priorities.,2024; 2023,https://doi.org/10.1234/ncsu.ccee.bennett.2024a; https://doi.org/10.1234/ncsu.ccee.bennett.2023b,Market design for nutrient trading; TMDL optimization with stakeholder constraints,"Environmental systems modeling, nutrient trading, and watershed-scale TMDL optimization.",[Research Tab] Nutrient trading and TMDLs (Source: http://bennett-envsys.ccee.ncsu.edu/research); [News] Stakeholder workshop summary (Source: https://ccee.ncsu.edu/news/bennett-nutrient-trading),https://twitter.com/BennettEnvSys/status/1693342211,https://www.ccee.ncsu.edu/faculty/bennett,Associate Professor
Research Engineer; Assistant Professor,"J. Patel (MS 2023, Research Engineer, Google); A. Gomez (PhD 2022, Assistant Professor, Midwestern U.)",NSF CAREER (2021); Google Faculty Research Award (2023),msrinivasan@cs.ncsu.edu,CS,https://cs.ncsu.edu/news/srinivasan-datacentric-ai-award,collaborative; inclusive; open-source-first,http://srinivasanlab.cs.ncsu.edu,2025-09-05,https://linkedin.com/in/mayasrinivasan; https://linkedin.com/in/datacentricai,Emphasizes project-based learning with weekly one-on-ones and clear milestones.,18,12,Dr. Maya Srinivasan,We propose a data audit framework to surface failure modes in training corpora.; We introduce a counterfactual protocol for validating scientific ML claims.; We present a benchmark for distribution shift in classification tasks.,2024;2023;2022,https://doi.org/10.fake/srinivasan/2024a; https://doi.org/10.fake/srinivasan/2023b; https://doi.org/10.fake/srinivasan/2022c,Auditing Data Pipelines for Model Robustness; Counterfactual Evaluations for Scientific ML; Benchmarking Shift-Robust Classifiers,"Work at the Data-Centric AI Lab focuses on trustworthy machine learning, dataset governance, and robust model evaluation for scientific and industrial pipelines.","[Research Tab] Trustworthy ML and dataset governance (Source: http://srinivasanlab.cs.ncsu.edu/research); [People Tab] 12 students, alumni placements listed (Source: http://srinivasanlab.cs.ncsu.edu/people)",https://twitter.com/DataCentricAI_NCSU/status/1456789012,https://www.cs.ncsu.edu/people/srinivasan,Associate Professor
Systems Engineer; Site Reliability Engineer,"L. Zhou (MS 2024, Systems Engineer, Red Hat); K. Rao (MS 2023, SRE, Cloudflare)",ACM SIGOPS Dennis M. Ritchie Dissertation Award (2022),cmendes@cs.ncsu.edu,CS,https://cs.ncsu.edu/news/mendes-verified-kernel,code-review-heavy; systems-first; pragmatic,http://mendes-systems.cs.ncsu.edu,2025-09-05,https://linkedin.com/in/carlosmendes-systems,Biweekly sprints; emphasizes reproducible systems research and co-authored codebases.,5,7,Dr. Carlos Mendes,We design a log-structured edge store tolerant to sudden power loss.; We present a scalable verification path for microkernels.; We propose a protocol for replication under intermittent energy.,2025;2024;2023,https://doi.org/10.fake/mendes/2025a; https://doi.org/10.fake/mendes/2024b; https://doi.org/10.fake/mendes/2023c,Crash Consistency for Edge Storage; Verified Microkernels at Scale; Replication Protocols for Intermittent Power,"Leads the Resilient Systems Group studying crash-consistent storage, verifiable kernels, and reliable edge computing.",[Research] Reliable edge and verified kernels (Source: http://mendes-systems.cs.ncsu.edu/research); [Publications] 2025/2024/2023 papers listed (Source: http://mendes-systems.cs.ncsu.edu/pubs),https://twitter.com/ResilientSysNCSU/status/1456789333,https://www.cs.ncsu.edu/people/mendes,Assistant Professor
Research Scientist; Assistant Professor,"S. Ahmed (PhD 2021, Research Scientist, Meta AI); E. Park (PhD 2020, Assistant Professor, Westlake U.)",Sloan Research Fellowship (2012); ACM Fellow (2024),pnatarajan@cs.ncsu.edu,CS,https://cs.ncsu.edu/news/natarajan-acm-fellow,reading-group-centric; inclusive; collaborative,http://nlc.cs.ncsu.edu,2025-09-05,https://linkedin.com/in/priyanatarajan-nlp,Combines high autonomy with structured quarterly planning; senior students co-mentor juniors.,28,16,Dr. Priya Natarajan,We integrate knowledge graphs to ground instructions.; We propose metrics for multilingual semantic fidelity.; We study conversational robustness under noise.,2024;2023;2022,https://doi.org/10.fake/natarajan/2024g; https://doi.org/10.fake/natarajan/2023f; https://doi.org/10.fake/natarajan/2022e,Grounding Instructions with Real-World Knowledge; Cross-Lingual Faithfulness Metrics; Robustness in Conversational Agents,"Directs the Natural Language Computing Lab focusing on grounded NLP, multilingual alignment, and evaluation of instruction-following models.",[Research] Grounded NLP and multilingual evaluation (Source: http://nlc.cs.ncsu.edu/research); [People] Alumni outcomes listed (Source: http://nlc.cs.ncsu.edu/people),https://twitter.com/NLC_NCSU/status/1456790001,https://www.cs.ncsu.edu/people/natarajan,Professor
Robotics Engineer,"R. Lin (MS 2024, Robotics Engineer, Boston Dynamics)",Facebook Research Award (2023),jliu@cs.ncsu.edu,CS,https://cs.ncsu.edu/news/liu-3d-vision-grant,robotics-first; demo-driven,http://liuroboticsvision.cs.ncsu.edu,2025-09-05,https://linkedin.com/in/jordan-liu-vision,Weekly 1:1s; encourages rapid prototyping and paper-first milestones.,3,8,Dr. Jordan Liu,We present a tracking pipeline using 3D cues without labels.; We integrate language prompts into SLAM for ambiguous scenes.,2025;2024,https://doi.org/10.fake/liu/2025a; https://doi.org/10.fake/liu/2024b,Self-Supervised 3D Tracking for Mobile Manipulation; Long-Horizon SLAM with Language Hints,"Works on 3D computer vision for robotics, focusing on self-supervised scene understanding and long-horizon tracking.",[Research] 3D vision and long-horizon tracking (Source: http://liuroboticsvision.cs.ncsu.edu/research); [Publications] 2025/2024 projects (Source: http://liuroboticsvision.cs.ncsu.edu/pubs),https://twitter.com/LiuRoboticsVision/status/1456791111,https://www.cs.ncsu.edu/people/jliu,Assistant Professor
Compiler Engineer; Software Engineer,"K. Ibrahim (PhD 2021, Compiler Engineer, NVIDIA); T. Chen (MS 2020, Software Engineer, AMD)",IEEE Computer Society TCCA Young Architect Award (2022),epetrov@cs.ncsu.edu,CS,https://cs.ncsu.edu/news/petrov-accelerator-ir,tooling-focused; artifact-evaluated,http://petrov-pl.cs.ncsu.edu,2025-09-05,https://linkedin.com/in/elena-petrov-pl,High-touch guidance for new students; research rotations in year one.,14,10,Dr. Elena Petrov,We introduce a portable IR enabling cross-accelerator compilation.; We present analyses to detect GPU race conditions.,2024;2022,https://doi.org/10.fake/petrov/2024a; https://doi.org/10.fake/petrov/2022b,Portable IR for Heterogeneous Accelerators; Static Analyses for GPU Correctness,Explores compilers and programming languages for heterogeneous accelerators with an emphasis on correctness and performance portability.,"[Research] PL for accelerators, portability and correctness (Source: http://petrov-pl.cs.ncsu.edu/research); [People] Students and alumni (Source: http://petrov-pl.cs.ncsu.edu/people)",https://twitter.com/PetrovPLLab/status/1456791456,https://www.cs.ncsu.edu/people/petrov,Associate Professor
Staff SRE; Researcher,"M. Duarte (PhD 2019, Staff SRE, Google); S. Han (PhD 2020, Researcher, Microsoft Research)",IBM Faculty Award (2021); IEEE Fellow (2023),aelsayed@cs.ncsu.edu,CS,https://cs.ncsu.edu/news/elsayed-serverless-award,industry-collaborative; scalable-systems,http://cdslab.cs.ncsu.edu,2025-09-05,https://linkedin.com/in/ahmed-elsayed-cdslab,Outcome-driven mentoring with emphasis on impactful systems deployments.,35,14,Dr. Ahmed El-Sayed,A scheduler minimizing p99 latency in serverless platforms.; A framework for carbon-aware workload shifting.; A system for privacy-preserving analytics across edge sites.,2025;2024;2023,https://doi.org/10.fake/elsayed/2025a; https://doi.org/10.fake/elsayed/2024b; https://doi.org/10.fake/elsayed/2023c,Serverless Scheduling under Tail Latency; Carbon-Aware Datacenter Orchestration; Federated Analytics at the Edge,"Leads the Cloud and Distributed Systems Lab on serverless optimization, green datacenters, and federated analytics.","[Research] Serverless, green datacenters, federated analytics (Source: http://cdslab.cs.ncsu.edu/research)",https://twitter.com/cdslab_ncsu/status/1456792002,https://www.cs.ncsu.edu/people/elsayed,Professor
UX Researcher,"D. Shah (MS 2024, UX Researcher, Atlassian)",NSF CAREER (2024),hkim@cs.ncsu.edu,CS,https://cs.ncsu.edu/news/kim-accessibility-grant,user-centered; participatory design,http://xlab.cs.ncsu.edu,2025-09-05,https://linkedin.com/in/hannah-kim-hci,Cares about researcher well-being; maintains a lab handbook and transparent authorship policy.,6,9,Dr. Hannah Kim,We design interfaces that reveal model reasoning to novices.; We present tools enabling non-experts to program assistive workflows.,2025;2023,https://doi.org/10.fake/kim/2025a; https://doi.org/10.fake/kim/2023b,Explainable Interfaces for Novice Data Workers; Accessible Programming Tools for Non-Experts,"Studies human-computer interaction with a focus on accessibility, explainable interfaces, and assistive technology.",[Research] Accessibility and explainable interfaces (Source: http://xlab.cs.ncsu.edu/research),https://twitter.com/NCSU_XLab/status/1456792555,https://www.cs.ncsu.edu/people/kim,Assistant Professor
Network Engineer; Assistant Professor,"G. Li (PhD 2020, Network Engineer, AWS); P. Novak (PhD 2019, Assistant Professor, TU Prague)",ACM SIGCOMM Test-of-Time Award (2023),tnowak@cs.ncsu.edu,CS,https://cs.ncsu.edu/news/nowak-p4-measurement,measurement-driven; systems + theory,http://networks-nowak.cs.ncsu.edu,2025-09-05,https://linkedin.com/in/tomasz-nowak-net,Students lead projects end-to-end; strong emphasis on empirical rigor.,22,11,Dr. Tomasz Nowak,A queueing architecture for P4 switches to reduce tail latency.; A measurement system for WAN links at line rate.,2024;2022,https://doi.org/10.fake/nowak/2024a; https://doi.org/10.fake/nowak/2022b,Programmable Queueing for Low-Latency Networks; Wide-Area Measurement at Line Rate,"Research on computer networking, programmable switches, and performance measurement at scale.",[Research] Programmable networks and measurement (Source: http://networks-nowak.cs.ncsu.edu/research),https://twitter.com/NowakNetLab/status/1456792999,https://www.cs.ncsu.edu/people/nowak,Professor
Applied Scientist; Data Engineer,"I. Romero (PhD 2021, Applied Scientist, Amazon); S. Wu (MS 2022, Data Engineer, Databricks)",Microsoft Research Faculty Fellowship (2022),salvarez@cs.ncsu.edu,CS,https://cs.ncsu.edu/news/alvarez-learned-index,hybrid theory/practice; code-first,http://alvarez-dbml.cs.ncsu.edu,2025-09-05,https://linkedin.com/in/sofia-alvarez-db,Structured writing groups; transparent paper pipeline and internal deadlines.,17,10,Dr. Sofia Alvarez,We extend learned indexes to non-stationary data.; We propose a storage layer that adapts to ML and OLTP demands.,2024;2023,https://doi.org/10.fake/alvarez/2024a; https://doi.org/10.fake/alvarez/2023b,Learned Indexes in Evolving Datasets; Adaptive Storage for Mixed ML/OLTP Workloads,"Database systems for machine learning—learned indexes, adaptive storage, and data cleaning at scale.",[Research] DB systems for ML and data cleaning (Source: http://alvarez-dbml.cs.ncsu.edu/research),https://twitter.com/DBML_Alvarez/status/1456793300,https://www.cs.ncsu.edu/people/alvarez,Associate Professor
Security Engineer,"M. Khan (MS 2024, Security Engineer, Apple)",NSF CISE CRII (2023),bclarke@cs.ncsu.edu,CS,https://cs.ncsu.edu/news/clarke-private-training,security-first; rigorous evaluation,http://spml.cs.ncsu.edu,2025-09-05,https://linkedin.com/in/ben-clarke-secml,"Weekly reading group; students rotate through infrastructure, modeling, and evaluation tracks.",4,6,Dr. Benjamin Clarke,We propose adaptive noise to confound model extraction.; We design a sparsity-aware private training algorithm.,2024;2023,https://doi.org/10.fake/clarke/2024a; https://doi.org/10.fake/clarke/2023b,Thwarting Model Extraction via Adaptive Noise; Private Training with Structured Sparsity,Security and privacy for machine learning with emphasis on model extraction defenses and private training.,[Research] ML security and privacy (Source: http://spml.cs.ncsu.edu/research),https://twitter.com/SPML_NCSU/status/1456793601,https://www.cs.ncsu.edu/people/clarke,Assistant Professor
Scientist; Senior ML Engineer,"R. Mehta (PhD 2020, Scientist, NIH); C. Adams (PhD 2019, Senior ML Engineer, Epic)",AAAI Fellow (2023); IBM Faculty Award (2022),afarouk@cs.ncsu.edu,CS,https://cs.ncsu.edu/news/farouk-icu-nlp,interdisciplinary; clinical partnerships,http://healthai.cs.ncsu.edu,2025-09-05,https://linkedin.com/in/amina-farouk-healthai,"Large, multi-PI projects; clear expectations via MoUs with industry partners.",40,18,Dr. Amina Farouk,We extract causal signals from unstructured notes.; We validate NLP deployment in ICU workflows.,2025;2023,https://doi.org/10.fake/farouk/2025a; https://doi.org/10.fake/farouk/2023b,Causal Estimation in Clinical Notes; Deploying NLP in ICU Settings,"Responsible AI in healthcare—clinical NLP, causal inference for observational data, and deployment in hospitals.",[Research] Clinical NLP and causal inference (Source: http://healthai.cs.ncsu.edu/research),https://twitter.com/HealthAI_NCSU/status/1456793999,https://www.cs.ncsu.edu/people/farouk,Professor
Software Engineer,"E. Silva (MS 2023, Software Engineer, Microsoft)",NSF CAREER (2020),lromano@cs.ncsu.edu,CS,https://cs.ncsu.edu/news/romano-data-testing,tests-first; artifact-driven,http://se4ml.cs.ncsu.edu,2025-09-05,https://linkedin.com/in/lucas-romano-se4ml,Pair programming culture; code reviews are required for paper artifacts.,19,13,Dr. Lucas Romano,We propose a unit testing methodology for pipelines.; We present slice-based debugging strategies.,2024;2022,https://doi.org/10.fake/romano/2024a; https://doi.org/10.fake/romano/2022b,Unit Testing for Data Pipelines; Debugging Models with Data Slices,"Software engineering for ML—testing, debugging, and reliability of data-centric pipelines.",[Research] Reliability of data-centric pipelines (Source: http://se4ml.cs.ncsu.edu/research),https://twitter.com/SE4ML_NCSU/status/1456794300,https://www.cs.ncsu.edu/people/romano,Associate Professor
Data Visualization Engineer,"N. Tran (MS 2024, Data Visualization Engineer, Tableau)",Google Research Scholar (2024),jwei@cs.ncsu.edu,CS,https://cs.ncsu.edu/news/wei-provenance-analytics,design-thinking; user studies,http://visai.cs.ncsu.edu,2025-09-05,https://linkedin.com/in/jing-wei-vis,Short feedback cycles; manuscripts-in-progress channel for async review.,2,7,Dr. Jing Wei,We present a visual analytics system with provenance.; We design interaction-first explanations.,2025;2023,https://doi.org/10.fake/wei/2025a; https://doi.org/10.fake/wei/2023b,Provenance-Aware Visual Analytics; Explaining Deep Models with Interaction,"Visualization and interactive analytics for AI, with emphasis on provenance tracking and explainability.",[Research] Explainable visual analytics (Source: http://visai.cs.ncsu.edu/research),https://twitter.com/VisAI_NCSU/status/1456794700,https://www.cs.ncsu.edu/people/wei,Assistant Professor
Security Engineer; Assistant Professor,"H. Zhao (PhD 2018, Security Engineer, Tesla); P. Singh (PhD 2019, Assistant Professor, Tech U.)",IEEE Fellow (2022),rortiz@cs.ncsu.edu,CS,https://cs.ncsu.edu/news/ortiz-auto-security,experiment-heavy; real-systems,http://cps-sec.cs.ncsu.edu,2025-09-05,https://linkedin.com/in/rafael-ortiz-cps,Encourages internships and cross-lab collaborations; maintains alumni mentorship network.,33,15,Dr. Rafael Ortiz,A secure OTA framework resisting rollbacks.; A defense-in-depth approach to GNSS spoofing.,2024;2023,https://doi.org/10.fake/ortiz/2024a; https://doi.org/10.fake/ortiz/2023b,Secure Over-the-Air Updates for Vehicles; UAV Resilience under GNSS Spoofing,"Cyber-physical systems security: automotive, UAVs, and industrial control systems.",[Research] CPS security in vehicles and UAVs (Source: http://cps-sec.cs.ncsu.edu/research),https://twitter.com/CPS_SecLab/status/1456795002,https://www.cs.ncsu.edu/people/ortiz,Professor
